ID,Ազգանուն Անուն Հայրանուն,Սեռ,Մարզ,Մարզադպրոցի անվանում,Մարզիչ,,rating_standard_2017,rating_standard_2018,rating_standard_2019,rating_standard_2020,rating_standard_2021,rating_standard_2022
1014448,Մովսեսյան Արման ***,ար,Երևան,Էրեբունի,Նարե Ա.,2002,2068,2007,1641,1820,1722,1887
1014449,Մովսեսյան Արտաշես Էմինի,ար,Երևան,Մալաթիա,Մանուկյան Վան.,1830,1818,2100,1774,1715,1816,1756
1011701,Մովսեսյան Արտյոմ Սոսի,ար,Երևան,Աջափնյակ,Պողոսյան Կ.,2085,2106,1885,1837,2011,1492,1520
1011702,Մովսեսյան Գագիկ Գևորգի,ար,Երևան,Անհատական,Մարտիրոսյան Գ.,2084,1974,2114,1976,1402,1627,1747
1011703,Մովսեսյան Գայա Հակոբի,իգ,Երևան,Տ. Պետրոսյան,Կամո Գ.,1974,1832,2079,1810,2084,1243,1567
1011704,Մովսեսյան Էրիկ Ալեքսի,ար,Երևան,Անհատական,Անհատական,1722,2033,2056,1751,1373,1752,1800
1011705,Մովսեսյան Մանե Վահեի,իգ,Երևան,Անհատական,Անհատական,1820,2043,2128,1761,1563,1398,1770
1011706,Մովսեսյան Մարիաննա Արամի,իգ,Կոտայք,Աբովյանի շ/դ,Պետրոսյան Ա.,1977,1843,2218,1890,1635,1395,1715
1011707,Մովսեսյան Նարեկ Գառնիկի,ար,Արմավիր,Արմավիրի շ/դ,Ծ.Հարությունյան,2144,1991,2024,1587,1453,1466,1761
1011708,Մովսեսյան Ռաֆայել Հակոբի,ար,Երևան,Տ. Պետրոսյան,Կամո Գ.,1966,1961,2104,1596,1491,1944,
1011709,Մովսեսյան Ռոբ Եփրեմի,ար,Կոտայք,Բյուրեղավանի շ/դ - ՀՇԱ,Մարգարյան Լ.,2019,1937,2069,1845,1454,1618,1529
1011710,Մովսեսյան Վահե Գուրգենի,ար,Երևան,Կենտրոն,Քարհանյան Ա.,2057,1996,2130,1856,2248,1681,1743
1011711,Մովսեսյան Տիգրան Հովհաննեսի,ար,Երևան,Անհատական,Անհատական,2087,1943,2055,1937,1304,1840,1685
1011712,Մովսեսով Նարեկ Ալեքսանդրի,ար,Երևան,Աջափնյակ,Բագրատ Գ.,1972,2018,1573,1879,1071,2036,1751
1011713,Մովսիսիյան Արման Գևորգի,ար,Շիրակ,Գյումրի - «Տ. Պետրոսյան»,Հովհաննիսյան Շ.,2077,1820,2047,1931,1678,1426,1612
1011714,Մովսիսյան Ալեն Նվերի,ար,Կոտայք,Հրազդանի ՄՇՕՄՊՄԴ,Ալավերդյան Գ.,2054,1846,2364,1535,1598,1231,1880
1014450,Մովսիսյան Ալեքսան Վաղինակի,ար,Երևան,Էրեբունի,Նազարյան Ա.,1931,1586,2113,1862,1365,2244,1708
1011715,Մովսիսյան Ալեքսանդր Դավիթի,ար,Երևան,Ակադեմիա,Ալբերտ Շ.,2109,1908,2292,2168,1758,2015,1692
1011716,Մովսիսյան Ամալյա Արայի,իգ,Շիրակ,Գյումրիի ՇՄՊՄԴ,Տարախչյան Ա.,2014,1865,1985,1859,1599,1696,1577
1011717,Մովսիսյան Անահիտ Արմենի,իգ,Երևան,Ավան,Հունանյան Դ.,1964,2252,2028,1840,1507,1547,1649
1011718,Մովսիսյան Անժելինա Իոնայի,իգ,Լոռի,Վանաձորի շ/դ,Բաբայան Է.,2072,2053,1894,1924,1913,1635,1529
1014451,Մովսիսյան Աննա Հովհաննեսի,իգ,Երևան,Տ. Պետրոսյան,Նորայր Մ.,1961,1924,1651,1557,1684,1793,1457
1011719,Մովսիսյան Աշոտ ***,ար,Գեղարքունիք,Գավառի ուս/կ,Բալագոզյան Ս.,1995,1867,1855,1975,1531,1612,1540
1011720,Մովսիսյան Աշոտ Հայկի,ար,Երևան,Աջափնյակ,Սամվել Մ.,1864,2078,2105,1854,1577,1997,1418
1011721,Մովսիսյան Արամ Սուրենի,ար,Երևան,Անհատական,Անհատական,1868,1816,1962,1669,1572,1574,1918
1011722,Մովսիսյան Արեն Արայի,ար,Սյունիք,Սիսիանի շ/դ,Հակոբյան Ար.,2154,2080,1835,1945,1772,1683,1880
1011723,Մովսիսյան Արթուր Մնացականի,ար,Երևան,Անհատական,Անհատական,2007,1714,1880,1773,1770,1573,1736
1011724,Մովսիսյան Արիանա Արմենի,իգ,Երևան,Ավան,Հունանյան Դ.,1783,1935,2026,2253,1441,1651,2300
1005453,Մովսիսյան Արմեն Առաքելի,ար,Երևան,Տ. Պետրոսյան,Սանթրյան Ա.,1946,1773,2044,1779,1549,1872,1658
1011725,Մովսիսյան Արմեն Իոնայի,ար,Լոռի,Վանաձորի շ/դ,Բաբայան Է.,2048,2051,2230,1654,1681,1721,1899
1011726,Մովսիսյան Արսեն Սամվելի,ար,Գեղարքունիք,Վարդենիկի շ/դ,Արզումանյան Ս.,1931,2100,2105,1781,1691,1140,1756
1014452,Մովսիսյան Արսեն Վահրամի,ար,Կոտայք,Նոր Հաճնի շ/դ - ՀՇԱ,Վիրաբյան Գ.,1916,1914,2076,1400,1218,1833,1936
1011727,Մովսիսյան Գագիկ Վարուժանի,ար,Արմավիր,Արմավիրի շ/դ,Մեսրոպյան Խ.,2072,1596,2182,1728,1395,1369,1447
1011728,Մովսիսյան Էրիկ Էդգարի,ար,Երևան,Ռ. Վահանյան,Մանգրյան Մ.,1902,2034,1941,1666,2133,1380,1930
1011729,Մովսիսյան Լիլիթ Կորյունի,իգ,Երևան,Անհատական,Եգանյան Պ.,1984,2122,2196,1787,1901,1325,1726
1011730,Մովսիսյան Կարո Աղվանի,ար,Երևան,ՆՀՏ,Անահիտ Գ.,1738,1979,2131,1653,1604,1854,1319
1011731,Մովսիսյան Հայկ Արթուրի,ար,Երևան,Անհատական,Անհատական,2018,2060,2204,1819,1167,1734,1732
1011732,Մովսիսյան Հայկ Արտուշի,ար,Երևան,Ակադեմիա,Ալբերտ Շ.,1987,1917,1807,2204,1345,2004,1101
1011733,Մովսիսյան Հայկուհի Արայի,իգ,Շիրակ,Գյումրիի ՇՄՊՄԴ,Տարախչյան Ա.,1896,2020,2002,2016,1295,1126,1862
1011734,Մովսիսյան Հարություն Սարգիսի,ար,Երևան,Անհատական,Անհատական,1978,2018,1930,1599,1743,1259,1616
1011735,Մովսիսյան Հենրի Արթուրի,ար,Լոռի,Վանաձորի շ/դ,Շահինյան Դ.,1670,2013,2071,1937,1378,1247,1899
1011736,Մովսիսյան Հովհաննես Արմենի,ար,Երևան,Աջափնյակ,Սամվել Մ.,2184,1713,2186,1672,1922,1999,1547
1011737,Մովսիսյան Մարգարիտա Արսենի,իգ,Երևան,Ավան,Մհեր Ս.,1916,1767,2191,1808,1609,1420,1619
1014453,Մովսիսյան Մարի Հովհաննեսի,իգ,Երևան,Տ. Պետրոսյան,Նորայր Մ.,2181,1771,2156,1948,1456,2005,1756
1011738,Մովսիսյան Միլենա Լևոնի,իգ,Գեղարքունիք,Վարդենիկի շ/դ,Արզումանյան Ս.,2068,1891,1682,1847,1543,1613,1753
1011739,Մովսիսյան Մկրտիչ Արմանի,ար,Երևան,Անհատական,Անհատական,1767,1970,2087,1984,1845,1706,1510
1011740,Մովսիսյան Մովսես Վահեի,ար,Երևան,Անհատական,Եգանյան Պ.,2048,2046,2167,1939,1852,1653,1354
1004727,Մովսիսյան Նարեկ Վաղինակի,ար,Արարատ,«Անհատական»,«Անհատական»,1847,2004,2042,1865,1420,2236,1832
1004764,Մովսիսյան Ռիչարդ Ռուբենի,ար,Սյունիք,Քաջարանի շ/դ - ՀՇԱ,Գրիգորյան Արտ.,1770,1998,2106,2056,1249,1524,1781
1014454,Մովսիսյան Սամվել Գոռի,ար,Երևան,Ակադեմիա,Մարկարյան Է.,1673,1759,2049,2031,1904,2107,1792
1011741,Մովսիսյան Սառա Գոռի,իգ,Երևան,Անհատական,Անհատական,1977,1795,2115,1945,119,1910,1531
1011742,Մովսիսյան Սերոբ Համայակի,ար,Շիրակ,Գյումրիի ՇՄՊՄԴ,Շարյան Ե.,2123,2288,2171,1700,1864,1357,1648
1011743,Մովսիսյան Սիլվի Մարտինի,իգ,Արագածոտն,Աշտարակի շ/դ - ՀՇԱ,Մարկարյան Է.,1868,1763,2090,1872,1726,1678,1944
1011744,Մովսիսյան Սուրեն Կարենի,ար,Գեղարքունիք,Վարդենիկի շ/դ,Արզումանյան Ս.,1933,1884,2083,1870,1323,1822,1865
1011745,Մովսիսյան Վահագն Անդրանիկի,ար,Երևան,Անհատական,Անհատական,2020,1949,2071,1950,1944,1798,1846
1005454,Մովսիսյան Վահե Նվերի,ար,Կոտայք,Հրազդանի ՄՇՕՄՊՄԴ,Ալավերդյան Գ.,2105,1828,1981,2020,1689,2020,1200
1011746,Մովսիսյան Րաֆֆի Սամվելի,ար,Երևան,Տ. Պետրոսյան,Արման Հ.,1663,1979,1860,2009,1419,1479,1511
1011747,Մորիկյան Գոռ Արամի,ար,Երևան,Ակադեմիա,Ազարյան Տ.,1964,1902,2060,1903,1695,1951,1908
1011748,Մորյան Արման Արթուրի,ար,Երևան,Ակադեմիա,Ալբերտ Շ.,1756,2039,2157,1517,1478,1945,1544
1011749,Մորյան Խաչատուր Արտակի,ար,Երևան,Անհատական,Անհատական,1837,2015,2131,1955,1122,2087,1577
1005002,Մորոյան Հարություն Նիկողոսի,ար,Լոռի,«Անհատական»,«Անհատական»,1932,1917,2068,1896,1453,1432,1574
1011750,Մուղդուսյան Անի Գեղամի,իգ,Տավուշ,Նոյեմբերյանի ավ/դպ,Չիլինգարյան Ա.,2393,1937,2179,1960,1881,1677,1586
1011751,Մուղդուսյան Ռոբերտ Արտակի,ար,Երևան,Անհատական,Անհատական,1728,1839,2044,1918,1731,1985,1964
1011752,Մուղնեցյան Արամ Էդգարի,ար,Շիրակ,Գյումրի - «Տ. Պետրոսյան»,Մկրտչյան Հ.,1897,1904,1679,1957,2106,1750,1694
1014455,Մուղնեցյան Հենրի Գնելի,ար,Երևան,Տ. Պետրոսյան,Արման Հ.,1823,2004,2183,2116,1750,1599,1761
1011753,Մուղումյան Ավետ Արմանի,ար,Երևան,Տ. Պետրոսյան,Սահակ Մ.,2146,1899,2676,1923,2023,2015,1648
1011754,Մուշեղյան Աղվան Արսենի,ար,Երևան,Տ. Պետրոսյան,Նորայր Մ.,1873,1848,2196,1874,1350,1787,1999
1011755,Մուշեղյան Արա Ռոբերտի,ար,Երևան,Արաբկիր,Ստեփանյան Գ.,1789,1938,2031,2084,1937,2010,2067
1011756,Մուշեղյան Արսեն Անդրանիկի,ար,Երևան,Անհատական,Անհատական,1844,1829,2151,1568,1576,1913,1554
1011757,Մուշեղյան Գևորգ Ազատի,ար,Երևան,Անհատական,Անհատական,1873,1692,2203,1668,1321,1450,1768
1011758,Մուշեղյան Դավիթ Բագրատի,ար,Երևան,Արաբկիր,Աստղիկ Հ.,1699,2001,2158,1960,1898,1770,2018
1014456,Մուշեղյան Դավիթ Ռոբերտի,ար,Երևան,Արաբկիր,Ստեփանյան Գ.,1942,2061,2176,2282,1696,1730,1842
1003977,Մուշեղյան Էմիլ Հակոբի,ար,Երևան,Անհատական,Պետրոսյան Դ.,1588,2122,1973,1980,1765,1143,1700
1011759,Մուշեղյան Մարիամ Արսենի,իգ,Երևան,Տ. Պետրոսյան,Նորայր Մ.,2044,1974,2176,2124,1217,1794,1739
1014457,Մուշեղյան Մարկոս Ալեքսանդրի,ար,Երևան,Տ. Պետրոսյան,Հակոբյան Ե.,1968,2009,2009,1948,1447,1489,1634
1011760,Մուշեղյան Վանիկ Հարությունի,ար,Երևան,Նոր Նորք,Ինդատ Կ.,2146,2168,2137,1560,1305,1863,1484
1005498,Մուշեղյան Տիգրան Լևոնի,ար,Երևան,Կենտրոն,Սիմոն Մ.,1953,1934,2050,1715,1259,1656,1484
1011761,Մուսաելյան Արտյոմ Աշոտի,ար,Սյունիք,Սիսիանի շ/դ,Հակոբյան Ար.,1878,1964,2138,1903,1337,1702,1600
1011762,Մուսաելյան Լիա Արմենի,իգ,Սյունիք,Գորիսի շ/դ,Զաքարյան Մ.,1872,1987,2197,1757,1431,1484,1895
1011763,Մուսախանյան Դանիել Դավիթի,ար,Երևան,Արաբկիր,Սայադյան Է.,2059,1933,2069,2172,2076,1430,2060
1005130,Մուսախանյան Վիկտոր Դավիթի,ար,Երևան,Արաբկիր,Նիկոլայ Գ.,1912,2054,2152,1855,1523,1318,1730
1011764,Մուսայելյան Ալեքս Ժակի,ար,Կոտայք,Աբովյանի շ/դ,Ամբարջյան Թ.,1897,2076,1939,1700,1638,1435,1687
1011765,Մուսայելյան Անգելինա Հայկի,իգ,Սյունիք,Գորիսի շ/դ - ՀՇԱ,Պետրոսյան Կար.,1999,2251,2026,2030,1568,1875,1815
1011766,Մուսայելյան Հայկանուշ Ժակի,իգ,Կոտայք,Աբովյանի շ/դ,Ամբարջյան Թ.,1864,1816,2052,1332,1034,2032,1606
1011767,Մուսայելյան Հովհաննես Արթուրի,ար,Երևան,Անհատական,Անհատական,1798,1715,2019,1797,1494,1551,2297
1011768,Մուսայելյան Տիգրան Գևորգի,ար,Երևան,Անհատական,Անհատական,1810,1866,2023,1816,1813,1723,1896
1011769,Մուսեսյան Նարեկ Կարենի,ար,Երևան,11 դպրոց,Թովմաս Հ.,1916,2029,2091,2008,1881,1844,1887
1014458,Մուսիկյան Արման Սարիբեկի,ար,Արարատ,Արարատի շ/դ - ՀՇԱ,Հարությունյան Իս.,2071,2083,2121,1725,1771,1386,1648
1005583,Մուսոյան Աշոտ Ատոմի,ար,Երևան,Տ. Պետրոսյան,Նորայր Մ.,1848,1867,1956,1698,2021,1893,1807
1011770,Մուրադխանյան Մարիա Արմենի,իգ,Կոտայք,Աբովյանի շ/դ,Քալաշյան Վ.,1930,2016,2012,1781,1562,1862,1800
1004728,Մուրադխանյան Միլենա Համլետի,իգ,Արարատ,«Անհատական»,«Անհատական»,2281,1839,2039,1842,1335,1688,1506
1011771,Մուրադխանյան Տիգրան Արմենի,ար,Կոտայք,Աբովյանի շ/դ,Ամբարջյան Թ.,1947,1951,2172,1637,1652,2054,2021
1011772,"Մուրադյան Ալեն Արմանի
",ար,Կոտայք,Աբովյանի շ/դ,Օհանյան Ա.,2005,1815,1992,2086,1473,1868,1587
1011773,Մուրադյան Ալեքս Արթուրի,ար,Երևան,Աջափնյակ,Սահակյան Տ.,2140,1875,1796,1887,1590,1339,1722
1011774,Մուրադյան Ալեքս Էդգարի,ար,Լոռի,Վանաձորի շ/դ,Հովհաննիսյան Լ.,2065,1956,1943,2000,1119,1707,1819
1011775,Մուրադյան Ալեքսանդր Նարեկի,ար,Լոռի,Վանաձորի շ/դ,Գասպարյան Ն.,2001,1721,2007,2034,1835,1798,1492
1011776,Մուրադյան Ալիկ Մրազի,ար,Երևան,Նուբարաշեն,Գևորգյան Վ.,2043,1997,1584,1650,1464,1630,1627
1011777,Մուրադյան Ալիսա Վահագնի,իգ,Երևան,Ռ. Վահանյան,Մանգրյան Մ.,1802,1742,2010,1719,1674,1552,1243
1001563,Մուրադյան Անահիտ Հովիկի,իգ,Երևան,Տ. Պետրոսյան,Պողոսյան Տ.,2074,2125,2054,2029,1811,1630,1752
1011778,Մուրադյան Անգելինա Հովհաննեսի,իգ,Երևան,Նորք-Մարաշ,Ղազարյան Արմ.,1818,2040,2092,2041,1523,1490,1407
1011779,Մուրադյան Անդրեյ Արմենի,ար,Երևան,Անհատական,Անհատական,1934,2336,2076,1718,1792,1900,1390
1011780,Մուրադյան Անի Արամի,իգ,Կոտայք,Հրազդանի ՄՇՕՄՊՄԴ,Խոջայան Վ.,1758,2423,1814,1618,1382,1786,1481
1011781,Մուրադյան Աշոտ Արմենի,ար,Երևան,Անհատական,Անհատական,2037,2017,1827,1902,1635,1912,1944
1011782,Մուրադյան Աշոտ Սարգիսի,ար,Երևան,Նուբարաշեն,Բոյաջյան Հ.,2237,2007,1935,2504,1482,1712,1618
1011783,Մուրադյան Ավետ Արթուրի,ար,Երևան,Անհատական,Անհատական,2027,2223,2004,1560,1438,1566,1681
1005296,Մուրադյան Ատոմ Հովիկի,ար,Երևան,Տ. Պետրոսյան,Պողոսյան Տ.,1948,2334,1941,2336,1862,2070,1840
1011784,Մուրադյան Արա Գառնիկի,ար,Երևան,Անհատական,Անհատական,1820,2201,2038,2402,1465,1769,2036
1011785,Մուրադյան Արամ Սարգիսի,ար,Երևան,Անհատական,Անհատական,1655,2115,2053,2143,1593,1665,1426
1011786,Մուրադյան Արեգ Կարենի,ար,Երևան,Կենտրոն,Քարհանյան Ա.,1786,2150,2040,2591,1668,1841,1231
1011787,Մուրադյան Արեն Կարենի,ար,Երևան,Անհատական,Անհատական,1772,2155,2047,2290,1334,1648,2244
1011788,Մուրադյան Արեն Մամիկոնի,ար,Շիրակ,Գյումրիի ՇՄՊՄԴ,Ղազարյան Մար.,1704,1900,1726,2383,1589,1878,
1004709,Մուրադյան Արթուր Տիգրանի,ար,Արմավիր,Ակադեմիա,Մանուկյան Ս. Վ-ի,1603,2122,1959,2330,1521,1928,1707
1011789,Մուրադյան Արման Արմենի,ար,Գեղարքունիք,Վարդենիկի շ/դ,Արզումանյան Ս.,1796,2112,2149,2443,1595,1603,1547
1004755,Մուրադյան Արսեն Արմանի,ար,Երևան,Տ. Պետրոսյան,Պետրոսյան Տ. Ա-ի,1817,2052,2117,1655,1513,1690,1635
1004496,Մուրադյան Արտավազդ Արսենի,ար,Սյունիք,Ագարակի շ/դ - ՀՇԱ,Մանուկյան Պետ.,2002,2107,2152,1720,1502,2067,1793
1011790,Մուրադյան Արտյոմ Արայիկի,ար,Երևան,Տ. Պետրոսյան,Սարգսյան Գ.,1981,2049,2289,2321,1193,1560,1606
1011791,Մուրադյան Գագիկ Տիգրանի,ար,Երևան,Տ. Պետրոսյան,Սահակ Մ.,1714,2066,2157,2439,1621,1932,1975
1011792,Մուրադյան Գայանե Արմենի,իգ,Երևան,Շիրակացի,Գևորգ Մ.,1691,1942,2099,2295,1711,1729,1540
1005455,Մուրադյան Դավիթ Արամի,ար,Երևան,Տ. Պետրոսյան,Սևակ Բ.,1858,2053,1972,2264,1637,1554,1683
1011793,Մուրադյան Դավիթ Արմենի,ար,Երևան,Մալաթիա,Թովմաս Հ.,1875,1885,1955,2053,1588,1645,1573
1011794,Մուրադյան Դավիթ Վահրամի,ար,Շիրակ,Մարալիկի շ/դ - ՀՇԱ,Քոչարյան Արտ.,1983,2004,1949,2364,1563,1851,1623
1011795,Մուրադյան Դավիթ Տիգրանի,ար,Երևան,Անհատական,Անհատական,1882,2118,2044,2357,1423,1671,1846
1011796,Մուրադյան Եվա Նարեկի,իգ,Լոռի,Վանաձորի շ/դ,Հովհաննիսյան Կ.,2096,1891,2343,2228,1585,1345,1721
1011797,Մուրադյան Զորիկ Վարդանի,ար,Երևան,ՆՀՏ,Բարխոյան Գ.,1668,2079,1996,2348,1132,1343,
1011798,Մուրադյան Էրիկ Դավիթի,ար,Երևան,Անհատական,Անհատական,1873,2078,2124,2286,1531,1755,1831
1005297,Մուրադյան Ինեսա Վաչագանի,իգ,Երևան,Անհատական,Անհատական,1648,1872,2150,2220,1290,1924,1424
1011799,Մուրադյան Խաչիկ Խորենի,ար,Կոտայք,Աբովյանի շ/դ,Ամբարջյան Թ.,1710,1967,2052,1959,1424,1430,1380
1011800,Մուրադյան Հայկ Համլետի,ար,Երևան,Ռ. Վահանյան,Գագիկ Ս.,2043,1984,2158,2280,1994,1799,1325
1011801,Մուրադյան Հովաննես Տիգրանի,ար,Երևան,Ռ. Վահանյան,Գագիկ Ս.,1737,2164,2090,2466,1547,1632,1854
1011802,Մուրադյան Հրանտ Հրայրի,ար,Կոտայք,Աբովյանի շ/դ,Օհանյան Ա.,1824,1878,2267,2360,1804,1494,1729
1011803,Մուրադյան Մայիս Արթուրի,ար,Երևան,Անհատական,Քամալյան Մ.,2013,1941,1951,1527,2014,1616,1454
1011804,Մուրադյան Մանե Արմանի,իգ,Երևան,Անհատական,Անհատական,1931,2090,2179,2390,1506,1724,2004
1005298,Մուրադյան Մանե Կարենի,իգ,Երևան,Նուբարաշեն,Բոյաջյան Հ.,1868,1923,2043,2277,1482,1239,1123
1014459,Մուրադյան Մանե Նարեկի,իգ,Երևան,Մալաթիա,Ստեփանյան Գ.,1820,1949,1954,2365,1681,2317,1259
1011805,Մուրադյան Մարգարիտա Հրայրի,իգ,Կոտայք,Աբովյանի շ/դ,Քալաշյան Վ.,2071,2012,2068,1994,1727,1858,1247
1011806,Մուրադյան Մարի Ավետիսի,իգ,Երևան,Անհատական,Անհատական,1853,1937,2088,2399,1556,1287,2020
1011807,Մուրադյան Մարի Դավիթի,իգ,Երևան,Անհատական,Անհատական,1693,1943,2277,2339,1493,1103,1420
1014460,Մուրադյան Մարի Վաղարշակի,իգ,Երևան,Տ. Պետրոսյան,Նորայր Մ.,1883,1959,1597,2099,1998,1812,2005
1011808,Մուրադյան Մարիամ Համլետի,իգ,Երևան,Էրեբունի,Նազարյան Ա.,1722,1987,1911,2222,1334,1970,1598
1011809,Մուրադյան Մարիամ Սերգեյի,իգ,Երևան,Նոր Նորք,Ամիրյան Ս.,1817,1825,2044,2285,1278,1906,1644
1011810,Մուրադյան Մարիետա Արտուշի,իգ,Արարատ,Արարատի շ/դ - ՀՇԱ,Հարությունյան Իս.,1728,2117,2358,2318,1954,1858,1596
1014461,Մուրադյան Մարկ Սարգիսի,ար,Երևան,Մալաթիա,Ստեփանյան Գ.,1768,1671,2212,2201,1866,1982,2319
1011811,Մուրադյան Միհրան Վրույրի,ար,Երևան,«64» շախմ. դպ.,Նվեր Ս.,1964,1938,1937,2170,1595,2011,1524
1011812,Մուրադյան Միքայել Վահանի,ար,Երևան,Շիրակացի,Փիլոսյան Ն.,1694,2192,1989,2003,1772,1502,2128
1011813,Մուրադյան Մոնթե Արսենի,ար,Երևան,Ակադեմիա,Գևորգ Մ.,2056,1849,2163,2350,1345,1724,1910
1011814,Մուրադյան Մոնթե Գեղամի,ար,Երևան,Ակադեմիա,Ալբերտ Շ.,1877,1980,2096,1776,1699,1267,1357
1011815,Մուրադյան Յուրի Հայկի,ար,Արարատ,«Անհատական»,«Անհատական»,1567,1970,2319,2122,1926,1664,1349
1011816,Մուրադյան Նարեկ Աշոտի,ար,Երևան,Դավթաշեն,Բոյաջյան Հ.,1714,2146,2408,2526,1568,1263,1678
1011817,Մուրադյան Նարեկ Էդուարդի,ար,Երևան,Անհատական,Անհատական,1769,1872,2199,2278,1631,1696,1830
1011818,Մուրադյան Նարեկ Սամվելի,ար,Շիրակ,Արթիկի շ/դ - ՀՇԱ,Տոնոյան Ար.,1762,1947,1772,2278,1462,1889,1798
1011819,Մուրադյան Նարինե Կարենի,ար,Վայոց ձոր,Եղեգնաձորի շ/դ - ՀՇԱ,Խուդավերդյան Ա.,1911,1871,2107,2515,1540,1874,2020
1011820,Մուրադյան Նորայր էդգարի,ար,Արարատ,Մասիսի շ/դ - ՀՇԱ,Մարտիրոսյան Միք.,2225,2130,2185,2384,1886,1532,1490
1011821,Մուրադյան Նորիկ Արտաշի,ար,Երևան,Դավթաշեն,Բաբումյան Տ.,1703,1988,1964,2342,1646,1527,1945
1014462,Մուրադյան Նվեր Էդգարի,ար,Երևան,Մալաթիա,Սարգիս Մ.,2002,2004,1671,2210,1555,2014,1957
1011822,Մուրադյան Նվեր Հայկի,ար,Երևան,Անհատական,Անհատական,2103,2138,2088,2255,1254,1911,2032
1011823,Մուրադյան Ռաֆայել Արամի,ար,Երևան,Անհատական,Անհատական,1475,1940,1938,2272,1386,2073,1432
1011824,Մուրադյան Ռաֆայել Գուրգենի,ար,Երևան,Անհատական,Ռազմիկ Ա.,1842,2013,2045,2250,1643,1889,1677
1011825,Մուրադյան Ռաֆիկ Վահրամի,ար,Շիրակ,Մարալիկի շ/դ - ՀՇԱ,Քոչարյան Արտ.,1775,2081,1918,2238,1921,1458,1908
1011826,Մուրադյան Ռուբիկ Արթուրի,ար,Երևան,Անհատական,Պողոսյան Կ.,1620,1813,2208,2158,1345,1804,1738
1011827,Մուրադյան Սամվել Կարենի,ար,Արարատ,Արարատի շ/դ - ՀՇԱ,Հարությունյան Իս.,1839,1998,1855,2429,1300,2222,1615
1011828,Մուրադյան Սարգիս Արթուրի,ար,Երևան,Դավթաշեն,Բաբումյան Տ.,1431,2084,1794,2206,1620,2041,2020
1011829,Մուրադյան Սուրեն Գեորգիի,ար,Երևան,Նուբարաշեն,Լևոն Գ.,1619,2013,1950,2192,1780,1648,1787
1011830,Մուրադյան Վահե Կարենի,ար,Երևան,Անհատական,Անհատական,1678,1967,1973,1573,1694,1518,1991
1011831,Մուրադյան Վարդան Արթուր,ար,Երևան,Ակադեմիա,Ալբերտ Շ.,1942,2014,2087,2293,1929,1848,1913
1014463,Մուրադյան Տարիել Արթուրի,ար,Երևան,ՆՀՏ,Բարխոյան Գ.,1969,1948,2050,2195,1776,1578,1450
1005456,Մուրադյան Տիգրան Արամի,ար,Երևան,Տ. Պետրոսյան,Սևակ Բ.,1833,1929,1822,2212,1651,1323,1770
1011832,Մուրադյան Տիգրան Երեմի,ար,Վայոց ձոր,Եղեգնաձորի շ/դ - ՀՇԱ,Խուդավերդյան Ա.,1941,1743,2004,2129,1150,1796,1730
1011833,Մուրազյան Գառնիկ Էդվարդի,ար,Երևան,Անհատական,Ղարոյան Հ.,1751,1974,2130,1762,1572,1555,1145
1011834,Մուրաշկին Բորիս Վլադիմիրի,ար,Երևան,Անհատական,Անհատական,1583,1974,2155,2410,1214,2060,1794
1011835,Մուքայելյան Արիա Արթուրի,իգ,Երևան,Նուբարաշեն,Տիգրանյան Ս.,2022,1909,2173,2112,1254,1430,1489
1011836,Մուքայելյան Լևոն Արթուրի,ար,Երևան,Նուբարաշեն,Բոյաջյան Հ.,1794,1981,2056,2087,1900,1931,1881
1011837,Մուքայելյան Հայկ Իշխանի,ար,Գեղարքունիք,Վարդենիկի շ/դ,Արզումանյան Ս.,2083,1821,1963,1733,1663,1493,1635
1011838,Մստոյան Իշխան Թոկեի,ար,Արարատ,գ. Արարատի շ/դ - ՀՇԱ,Ղազարյան Ար.,1834,2135,1969,2256,1334,1736,1694
1011839,Մսրլյան Գևորգ Սամվելի,ար,Երևան,Ռ. Վահանյան,Վահրամ Մ.,1790,1994,2052,1608,1712,1853,1484
1011840,Մրտեյան Տիգրան Հուսիկի,ար,Երևան,Տ. Պետրոսյան,Նորայր Մ.,1929,2006,2050,2033,1776,1768,1430
1011841,Յազչյան Գևորգ Հովիկի,ար,Երևան,Անհատական,Անհատական,1824,1981,2085,2346,1363,1438,1318
1011842,Յազչյան Էրիկ Գագիկի,ար,Երևան,Անհատական,Անհատական,1823,2125,1982,1699,1313,1616,1443
1011843,Յաղուբյան Արա Արմանի,ար,Երևան,Տ. Պետրոսյան,Սևակ Բ.,1671,1957,2149,2302,1764,1587,1887
1011844,Յաղուբյան Դոմինիկ Հակոբի,ար,Երևան,Անհատական,Անհատական,1938,1960,2044,2344,1447,1910,2032
1011845,Յաղուբյան Էդմոն Կարենի,ար,Լոռի,Վանաձորի շ/դ,Շահինյան Դ.,1893,2278,1845,1592,1615,1728,1551
1011846,Յաղուբյան Վաչիկ Արմենի,ար,Լոռի,Վանաձորի շ/դ,Կարապետյան Ա.,1795,1984,2145,2220,1492,1590,1727
1011847,Յամուկյան Արեգ Միհրանի,ար,Երևան,Ակադեմիա,Մարկարյան Է.,1972,1939,1946,2325,1572,1908,1841
1011848,Յայլոյան Սամվել Վահեի,ար,Երևան,Աջափնյակ,Սամվել Մ.,1695,2050,1924,2212,1413,1936,1370
